document_hash,signature_length,signature_entropy,signature_skewness,signing_time_ms,key_strength,signature_algorithm,is_forged,forgery_type,entropy_length_ratio,length_normalized
fb453790e52b898000755da2181416155632162aa03acd80b1d507068323d230,256,7.218054431622167,-0.05072021484375,193.55339970547715,2048,RSA-PSS-SHA256,0,,0.02819552512352409,1.0703652245028341
585d4a871833ad7e7920f6ce17924013fa16feb88227736209c6dd8b56511aa0,256,7.123270593706188,-0.02117919921875,141.58205546570514,2048,RSA-PSS-SHA256,0,,0.027825275756664797,1.0703652245028341
cc5ec4083747fa45dca7d9e319ca43de25c9823b127f56049434b2086b378301,128,6.581954882778696,-0.01019287109375,161.4478926911746,1024,RSA-PKCS1v15-SHA1,1,weak_params,0.05142152252170856,0.5351826122514171
c628ac7bd4adf3897f0453a442534f88d4d1b44cd9805128034126487d18bdec,256,7.140319531114784,0.053375244140625,157.0747640729705,2048,RSA-PSS-SHA256,1,tampered,0.027891873168417125,1.0703652245028341
054f34c2268a245da612c92fd9251458fa201a1e0d734069fd7e1ee36a7b3b5f,245,7.266931000085772,0.04263392857142856,735.2519843188334,2048,RSA-PSS-SHA256,1,random,0.029660942857492947,1.024372968762478
d541846fb53deb248f1a529b8d2f9c9e0c652a4dd3b723dc8a67bc6ffae6369d,256,7.132116931622167,-0.006744384765625,187.42877412085627,2048,RSA-PSS-SHA256,0,,0.02785983176414909,1.0703652245028341
32b07eb84e2761e283da86edd295b94b40f9128e74dd22690ab3c3c3d5eeaedc,254,7.14853765349028,-0.01421013779527558,14.721003343877447,2048,RSA-PSS-SHA256,1,random,0.02814384902948929,1.0620029961864057
ed4c24c4e6ba34b0f6acdc7aad7b4edbf3b1d4ccabf191b6d57e8cd925f270fe,256,7.231120751809457,-0.042236328125,181.7454713416583,2048,RSA-PSS-SHA256,0,,0.028246565436755692,1.0703652245028341
0306ee336f02499a3bc5b9e45a856c6777dd844fa5d466fb26a0eacea81c5c2f,249,7.183603086556225,0.04693775100401609,593.7730943218221,2048,RSA-PSS-SHA256,1,random,0.02884981159259528,1.0410974253953347
6c9705ff1fa470bee97477779a4aec8ca42e125fa8897244e9aee998fade5b4f,256,7.159384314400862,-0.0211181640625,116.97024652928336,2048,RSA-PSS-SHA256,1,tampered,0.027966344978128367,1.0703652245028341
e936d11d512809f0cf9fc1679891a305aff167245028bd96a782e2bcd4a2972c,256,7.234069531114783,-0.03875732421875,159.3835757702457,2048,RSA-PSS-SHA256,1,tampered,0.02825808410591712,1.0703652245028341
db8a95990ee6f58eba2addb398d157354d4f0220c56ad5e452beab375591da4c,256,7.120321814400862,0.02593994140625,107.50256118996555,2048,RSA-PSS-SHA256,0,,0.027813757087503367,1.0703652245028341
c689002f5a1f97589aec838500ba03bde9664a104c9b532d0988be3d7dd96e9e,256,7.157316638568906,0.085205078125,129.59633629236595,2048,RSA-PSS-SHA256,1,document_mismatch,0.02795826811940979,1.0703652245028341
3d6f23f91f8bc6b856013902c3cc7fac9041c6f8a2b2f61254f9bff23ad0661b,256,7.255592089725436,0.025634765625,154.00621770774373,2048,RSA-PSS-SHA256,0,,0.028342156600489984,1.0703652245028341
f1afef61ea19abd51eaf43b0ce272c114874fdad9895f6c3da17c9fe28520e8e,256,7.23613720694674,-0.005126953125,160.72443554251387,2048,RSA-PSS-SHA256,1,document_mismatch,0.028266160964635703,1.0703652245028341
3a5e07ccb0cbfe7ac5dead801d7f97a67c9b2dc08fe0f3001694b6c767302772,256,7.20036175579021,-0.03973388671875,159.7486170631425,2048,RSA-PSS-SHA256,1,document_mismatch,0.028126413108555508,1.0703652245028341
9cc1df1c2ebea4696386fd2937bfa036666767749b21ec01862b3de93758aeb3,128,6.513557324168044,0.031982421875,164.0577916611301,1024,RSA-PKCS1v15-SHA1,1,weak_params,0.050887166595062844,0.5351826122514171
e5d8d74bbddc8b9850659b9183c58ad65081bdcb8030e4877dd828d3fd9c0d48,256,7.184346656297594,-0.02490234375,125.89941530430187,2048,RSA-PSS-SHA256,1,document_mismatch,0.028063854126162475,1.0703652245028341
8101eeb63a6669e3f19ca2d34dc85e12ce6da9f0ee0b557d32a4a28dace212dd,250,7.127935172582609,-0.03284374999999995,15.838513310057511,2048,RSA-PSS-SHA256,1,random,0.028511740690330436,1.0452785395535489
bdad576e89b0187f03ea4f8ce5471c3595a5293d4e04a878497c7ddc25996e52,256,7.154910693198804,-0.032928466796875,89.17708212341282,2048,RSA-PSS-SHA256,1,tampered,0.02794886989530783,1.0703652245028341
009098cc35d2835d8c8f567285a6dea1c62ca239a3aef3213dd1990e4e156c84,256,7.140319531114783,-0.00567626953125,145.70959085081685,2048,RSA-PSS-SHA256,1,document_mismatch,0.02789187316841712,1.0703652245028341
3720d59a11e30381bdc4f04652058a1f6acc4af459c553d3de7f541718a61bde,254,7.127631968198519,-0.03598671259842523,18.98440437339373,2048,RSA-PSS-SHA256,1,random,0.028061543181883933,1.0620029961864057
e6dbe0d3ac0763a420d20e58af18d4ecd245499cdb948de2b2921e9885ec7143,256,7.239967089725436,-0.00128173828125,162.7580827586195,2048,RSA-PSS-SHA256,0,,0.028281121444239984,1.0703652245028341
cfd74255fbefa2d80cc40fb3f2316babd219c72ef4e10f4151eb765282a64880,256,7.130439355282826,-0.073944091796875,131.67299422578333,2048,RSA-PSS-SHA256,0,,0.02785327873157354,1.0703652245028341
a965ed256005555ffa8c921fd91c853c9d0594c5899059b2f29c0aca85fa243c,245,7.142994151201689,-0.02949617346938771,403.75649145872785,2048,RSA-PSS-SHA256,1,random,0.02915507816817016,1.024372968762478
2dbe29605054e7bb89e4065efd61bb6266fdd8734788bceb87eb1e7c7abf9f53,256,7.186160693198806,0.00750732421875,183.38311845480527,2048,RSA-PSS-SHA256,1,document_mismatch,0.028070940207807836,1.0703652245028341
bcb1d55605cf8d85e0b250e5a8133ea21142fb313bc6aea94b9ca50ddcfb85b9,256,7.201785693198804,-0.021209716796875,160.09472070686434,2048,RSA-PSS-SHA256,1,document_mismatch,0.02813197536405783,1.0703652245028341
11910e8d5e3aa4a6b77c8f6f5721a129812e37a1ae6575e36460e75f98e05983,256,7.197175611434876,-0.023284912109375,187.980484655011,2048,RSA-PSS-SHA256,0,,0.028113967232167483,1.0703652245028341
8a5391b075f81d7783544d01b87b2ecbfc0b42dc628594f55b9124097390baab,256,7.211275769538145,-0.04339599609375,150.63128714027752,2048,RSA-PSS-SHA256,0,,0.02816904597475838,1.0703652245028341
f022f9d910cde2e30c9e2b63a7742f603353e244a3f2b31cdc53a395f370dadf,128,6.503829882778696,-0.03021240234375,77.34453002850351,1024,RSA-PKCS1v15-SHA1,1,weak_params,0.05081117095920856,0.5351826122514171
26f8e7feb44928ef94e78e6ba86a2f0fa24f6acd8872e2920161e02b9f5e6411,256,7.175399413893478,-0.021148681640625,154.98704448607967,2048,RSA-PSS-SHA256,0,,0.0280289039605214,1.0703652245028341
fdb195a14849c04c6edd5db3a4ad009456fdfefef700925eb19e25fa1b64b715,256,7.232645593706188,-0.03277587890625,165.1018691976698,2048,RSA-PSS-SHA256,0,,0.028252521850414797,1.0703652245028341
e80739bc717eaca853f52b482e1cb19e84d3ff24abf3aa4335c935da1aa4b3bf,256,7.15108081042011,-0.00897216796875,198.21281158322003,2048,RSA-PSS-SHA256,0,,0.027933909415703555,1.0703652245028341
46ccd9f6a2daf512f7c0f1e22bc05912e375bca0101220bffa442390ab7392a6,256,7.227781873011515,0.0238037109375,163.63722282850117,2048,RSA-PSS-SHA256,0,,0.02823352294145123,1.0703652245028341
aced4f695e9723c03629713956d5c7d5a5b17d506763b96f34f47a1c88dfa87a,253,7.107803147806713,0.07059041501976293,25.244499608527583,2048,RSA-PSS-SHA256,1,random,0.02809408358816883,1.0578218820281915
56bdb1e0776c407ea7fffcdc6985d2e5ddf81b89b3e0585051197d983d5d67f0,256,7.157079273518898,0.00897216796875,152.11404785710826,2048,RSA-PSS-SHA256,0,,0.027957340912183194,1.0703652245028341
443c669536c05325d307d0524cf6e15d94d08aaec68e6290f1a1e232dc618ad8,256,7.227290869030762,-0.005218505859375,144.5221245954532,2048,RSA-PSS-SHA256,0,,0.028231604957151414,1.0703652245028341
69013fb34e52cd1b032a4013e8b1a7e23b7c2296451c86698d6d693ff050701d,256,7.25264331042011,-0.07037353515625,129.27420274462486,2048,RSA-PSS-SHA256,0,,0.028330637931328555,1.0703652245028341
9835d5804e12446af06780e6787862923fcfad86365a631700007a84774af7db,256,7.267878210927493,0.0638427734375,113.46947652704004,2048,RSA-PSS-SHA256,0,,0.02839014926143552,1.0703652245028341
17ba979e130827ebb71ae17b0dbac15b26569badf47db1075b1e046204796818,256,7.166162976484884,-0.019927978515625,167.3381800456172,2048,RSA-PSS-SHA256,0,,0.027992824126894078,1.0703652245028341
cd4cfda297b998fe0c1ad54dc3070e5f73734149f1f40500804c47211e19ca76,256,7.06317653907629,-0.033538818359375,157.64285011968533,2048,RSA-PSS-SHA256,0,,0.027590533355766757,1.0703652245028341
